input,output,name,grade
latex2nemeth: 12!,⠇⠩⠼⠂⠆⠯⠇⠱,Factorial,Middle
latex2nemeth: 24T\superscript-b 2 \superscript-e + -39T + -40,⠇⠩⠼⠆⠲⠠⠞⠘⠆⠐⠬⠤⠼⠒⠔⠠⠞⠬⠤⠼⠲⠴⠇⠱,Quadratic Equations,High
latex2nemeth: \sqrt-b 37 \sqrt-e,⠇⠩⠜⠒⠶⠻⠇⠱,Square Root,Elementary
latex2nemeth: \frac-b 6 \frac-separator 1 \frac-e - \frac-b 1 \frac-separator 8 \frac-e - \frac-b 10 \frac-separator 1 \frac-e - \frac-b 1 \frac-separator 4 \frac-e,⠇⠩⠹⠖⠌⠂⠼⠤⠹⠂⠌⠦⠼⠤⠹⠂⠴⠌⠂⠼⠤⠹⠂⠌⠲⠼⠇⠱,Subtraction Fractions,Middle
latex2nemeth: 20 + 55,⠇⠩⠼⠆⠴⠬⠼⠢⠢⠇⠱,Addition,Elementary
latex2nemeth: -912 \div 16,⠇⠩⠤⠼⠔⠂⠆⠨⠌⠼⠂⠖⠇⠱,Division,Elementary
latex2nemeth: Y - w - h - Y,⠇⠩⠠⠽⠤⠺⠤⠓⠤⠠⠽⠇⠱,Subtraction Variables,Middle
latex2nemeth: 585 \div 9,⠇⠩⠼⠢⠦⠢⠨⠌⠼⠔⠇⠱,Division,Elementary
latex2nemeth: \frac-b 2 \frac-separator 1 \frac-e - \frac-b 3 \frac-separator 7 \frac-e - \frac-b 1 \frac-separator 3 \frac-e - \frac-b 1 \frac-separator 1 \frac-e,⠇⠩⠹⠆⠌⠂⠼⠤⠹⠒⠌⠶⠼⠤⠹⠂⠌⠒⠼⠤⠹⠂⠌⠂⠼⠇⠱,Subtraction Fractions,Middle
latex2nemeth: 76.58 + 38.18,⠇⠩⠼⠶⠖⠨⠢⠦⠬⠼⠒⠦⠨⠂⠦⠇⠱,Decimal Addition,Elementary
"latex2nemeth: \int\subscript-b 1 \superscript-b 6 \superscript-e \sin x \, dz",⠇⠩⠮⠰⠂⠘⠖⠐⠎⠊⠝⠭⠀⠙⠵⠇⠱,Definite Integral,High
latex2nemeth: C \supseteq Y,⠇⠩⠠⠉ ⠸⠨⠂⠱ ⠠⠽⠇⠱,Set Notation,Middle
latex2nemeth: .26,⠇⠩⠼⠨⠆⠖⠇⠱,Decimal starting with point,Elementary
latex2nemeth: 2\superscript-b 63 \superscript-e,⠇⠩⠼⠆⠘⠖⠒⠐⠇⠱,Exponential Equation,High
latex2nemeth: 408,⠇⠩⠼⠲⠴⠦⠇⠱,Three Digits,Elementary
latex2nemeth: 3.21 \div 2.64 \div 9.69 \div 6.93,⠇⠩⠼⠒⠨⠆⠂⠨⠌⠼⠆⠨⠖⠲⠨⠌⠼⠔⠨⠖⠔⠨⠌⠼⠖⠨⠔⠒⠇⠱,Multi-Term Division Decimals,Elementary
"latex2nemeth: \int\subscript-b \infty \superscript-b \pi \superscript-e x\superscript-b 2 \superscript-e \, dx",⠇⠩⠮⠰⠿⠘⠨⠏⠐⠭⠘⠆⠐⠙⠭⠇⠱,Improper Integral,High
latex2nemeth: -16\superscript-b 243 \superscript-e,⠇⠩⠤⠼⠂⠖⠘⠆⠲⠒⠐⠇⠱,Power,Middle
latex2nemeth: b + h + W + S,⠇⠩⠃⠬⠓⠬⠠⠺⠬⠠⠎⠇⠱,Addition Variables,Middle
latex2nemeth: 4y + 2y = 73,⠇⠩⠼⠲⠽⠬⠼⠆⠽⠨⠨⠼⠶⠒⠇⠱,Linear Equation Mult Vars,Middle
latex2nemeth: -4 \leq Z \leq 0,⠇⠩⠤⠼⠲ ⠐⠅⠱ ⠠⠵ ⠐⠅⠱ ⠼⠴⠇⠱,Compound Inequality,High
latex2nemeth: 52 \times -76,⠇⠩⠼⠢⠆⠈⠡⠤⠼⠶⠖⠇⠱,Multiplication,Elementary
"latex2nemeth: \int\subscript-b \infty \superscript-b -1 \superscript-e e\superscript-b x \superscript-e \, dy",⠇⠩⠮⠰⠿⠘⠤⠂⠐⠑⠘⠭⠐⠙⠽⠇⠱,Improper Integral,High
latex2nemeth: \frac-b 4 \frac-separator 7 \frac-e \times \frac-b 1 \frac-separator 2 \frac-e \times \frac-b 1 \frac-separator 10 \frac-e \times \frac-b 1 \frac-separator 5 \frac-e,⠇⠩⠹⠲⠌⠶⠼⠈⠡⠹⠂⠌⠆⠼⠈⠡⠹⠂⠌⠂⠴⠼⠈⠡⠹⠂⠌⠢⠼⠇⠱,Multiplication Fractions,Middle
latex2nemeth: \sqrt-b 466 \sqrt-e,⠇⠩⠜⠲⠖⠖⠻⠇⠱,Square Root,Elementary
latex2nemeth: -6 < U \leq 5,⠇⠩⠤⠼⠖ ⠐⠅ ⠠⠥ ⠐⠅⠱ ⠼⠢⠇⠱,Compound Inequality,High
latex2nemeth: -71 \bmod 8,⠇⠩⠤⠼⠶⠂ ⠍⠕⠙ ⠼⠦⠇⠱,Modulus,Middle
latex2nemeth: 59,⠇⠩⠼⠢⠔⠇⠱,Double Digits,Elementary
latex2nemeth: 81 + 68,⠇⠩⠼⠦⠂⠬⠼⠖⠦⠇⠱,Addition,Elementary
latex2nemeth: \sqrt-b 11 \sqrt-e,⠇⠩⠜⠂⠂⠻⠇⠱,Root,Elementary
latex2nemeth: 40 + 5 + 34 + 20,⠇⠩⠼⠲⠴⠬⠼⠢⠬⠼⠒⠲⠬⠼⠆⠴⠇⠱,Addition Integers,Elementary
latex2nemeth: 1 \leq u \leq 3,⠇⠩⠼⠂ ⠐⠅⠱ ⠥ ⠐⠅⠱ ⠼⠒⠇⠱,Compound Inequality,High
latex2nemeth: 310,⠇⠩⠼⠒⠂⠴⠇⠱,Three Digits,Elementary
latex2nemeth: \Xi,⠇⠩⠨⠠⠭⠇⠱,Greek Letters,Middle
latex2nemeth: -35 \mixedfrac-b 4 \frac-separator 5 \mixedfrac-e,⠇⠩⠤⠼⠒⠢⠸⠹⠲⠌⠢⠸⠼⠇⠱,Mixed fraction,Elementary
latex2nemeth: 9z + 1y = 83,⠇⠩⠼⠔⠵⠬⠼⠂⠽⠨⠨⠼⠦⠒⠇⠱,Linear Equation Mult Vars,Middle
latex2nemeth: -18\superscript-b 392 \superscript-e,⠇⠩⠤⠼⠂⠦⠘⠒⠔⠆⠐⠇⠱,Power,Middle
latex2nemeth: D \times n \times M \times E,⠇⠩⠠⠙⠈⠡⠝⠈⠡⠠⠍⠈⠡⠠⠑⠇⠱,Multiplication Variables,Middle
latex2nemeth: c\subscript-b 277 \subscript-e,⠇⠩⠉⠰⠆⠶⠶⠐⠇⠱,Subscripts,Middle
latex2nemeth: 82 \mixedfrac-b 8 \frac-separator 10 \mixedfrac-e,⠇⠩⠼⠦⠆⠸⠹⠦⠌⠂⠴⠸⠼⠇⠱,Mixed fraction,Elementary
latex2nemeth: 811.529,⠇⠩⠼⠦⠂⠂⠨⠢⠆⠔⠇⠱,Decimal Triple,Elementary
latex2nemeth: 5,⠇⠩⠼⠢⠇⠱,Single Digits,Elementary
latex2nemeth: 7.37 \times 9.19 \times 3.89 \times 8.69,⠇⠩⠼⠶⠨⠒⠶⠈⠡⠼⠔⠨⠂⠔⠈⠡⠼⠒⠨⠦⠔⠈⠡⠼⠦⠨⠖⠔⠇⠱,Multi-Term Multiplication Decimals,Elementary
latex2nemeth: |s - 8| \leq 3,⠇⠩⠳⠎⠤⠦⠳⠼⠒⠇⠱,Absolute Value Inequality,High
latex2nemeth: 341.42,⠇⠩⠼⠒⠲⠂⠨⠲⠆⠇⠱,Decimal Double,Elementary
latex2nemeth: 62.5 - 63.14 - 41.05 - 72.32,⠇⠩⠼⠖⠆⠨⠢⠤⠼⠖⠒⠨⠂⠲⠤⠼⠲⠂⠨⠴⠢⠤⠼⠶⠆⠨⠒⠆⠇⠱,Multi-Term Subtraction Decimals,Elementary
latex2nemeth: -9 \leq t \leq 0,⠇⠩⠤⠼⠔ ⠐⠅⠱ ⠞ ⠐⠅⠱ ⠼⠴⠇⠱,Compound Inequality,High
latex2nemeth: -3P\superscript-b 2 \superscript-e + 12P + -93,⠇⠩⠤⠼⠒⠠⠏⠘⠆⠐⠬⠼⠂⠆⠠⠏⠬⠤⠼⠔⠒⠇⠱,Quadratic Equations,High
latex2nemeth: \sqrtib {16} \sqrtie \sqrt-b 16 \sqrt-e,⠇⠩⠣⠂⠖⠼⠂⠖⠻⠇⠱,Cube Root,Middle
latex2nemeth: 33z\superscript-b 2 \superscript-e + 39z + 9,⠇⠩⠼⠒⠒⠵⠘⠆⠐⠬⠼⠒⠔⠵⠬⠼⠔⠇⠱,Quadratic Equations,High
latex2nemeth: \alpha,⠇⠩⠨⠁⠇⠱,Greek Letters,Middle
latex2nemeth: 526,⠇⠩⠼⠢⠆⠖⠇⠱,Three Digits,Elementary
latex2nemeth: \log\subscript-b 10 \subscript-e(27),⠇⠩⠇⠕⠛ ⠰⠂⠴⠐⠷⠼⠆⠶⠾⠇⠱,Logarithm,High
latex2nemeth: -304 \div 19,⠇⠩⠤⠼⠒⠴⠲⠨⠌⠼⠂⠔⠇⠱,Division,Elementary
latex2nemeth: -1K\superscript-b 2 \superscript-e + -50K + 67,⠇⠩⠤⠼⠂⠠⠅⠘⠆⠐⠬⠤⠼⠢⠴⠠⠅⠬⠼⠖⠶⠇⠱,Quadratic Equations,High
latex2nemeth: m \div i \div Q \div w,⠇⠩⠍⠨⠌⠊⠨⠌⠠⠟⠨⠌⠺⠇⠱,Division Variables,Middle
latex2nemeth: \sqrt-b 821 \sqrt-e,⠇⠩⠜⠦⠆⠂⠻⠇⠱,Square Root,Elementary
latex2nemeth: 19 \mixedfrac-b 5 \frac-separator 6 \mixedfrac-e,⠇⠩⠼⠂⠔⠸⠹⠢⠌⠖⠸⠼⠇⠱,Mixed fraction,Elementary
latex2nemeth: \frac-b 1 \frac-separator 8 \frac-e \div \frac-b 8 \frac-separator 7 \frac-e \div \frac-b 5 \frac-separator 4 \frac-e \div \frac-b 1 \frac-separator 7 \frac-e,⠇⠩⠹⠂⠌⠦⠼⠨⠌⠹⠦⠌⠶⠼⠨⠌⠹⠢⠌⠲⠼⠨⠌⠹⠂⠌⠶⠼⠇⠱,Division Fractions,Middle
latex2nemeth: -74\superscript-b 652 \superscript-e,⠇⠩⠤⠼⠶⠲⠘⠖⠢⠆⠐⠇⠱,Power,Middle
latex2nemeth: .42,⠇⠩⠼⠨⠲⠆⠇⠱,Decimal starting with point,Elementary
latex2nemeth: 16 + -52,⠇⠩⠼⠂⠖⠬⠤⠼⠢⠆⠇⠱,Addition,Elementary
latex2nemeth: 479,⠇⠩⠼⠲⠶⠔⠇⠱,Three Digits,Elementary
latex2nemeth: -3 < Z \leq 16,⠇⠩⠤⠼⠒ ⠐⠅ ⠠⠵ ⠐⠅⠱ ⠼⠂⠖⠇⠱,Compound Inequality,High
"latex2nemeth: \int 1/x \, dy",⠇⠩⠮⠼⠂⠸⠌⠭⠀⠙⠽⠇⠱,Indefinite Integral,High
latex2nemeth: 9 \times 3 \times 5 \times 9,⠇⠩⠼⠔⠈⠡⠼⠒⠈⠡⠼⠢⠈⠡⠼⠔⠇⠱,Multiplication Integers,Elementary
latex2nemeth: o - m - M - f,⠇⠩⠕⠤⠍⠤⠠⠍⠤⠋⠇⠱,Subtraction Variables,Middle
latex2nemeth: 5F\superscript-b 3 \superscript-e + 4F\superscript-b 2 \superscript-e + -2F + 2 = 0,⠇⠩⠼⠢⠠⠋⠘⠒⠐⠬⠼⠲⠠⠋⠘⠆⠐⠬⠤⠼⠆⠠⠋⠬⠼⠆⠨⠨⠼⠴⠇⠱,Cubic Expanded,High
latex2nemeth: 1y + 4x = 85,⠇⠩⠼⠂⠽⠬⠼⠲⠭⠨⠨⠼⠦⠢⠇⠱,Linear Equation Mult Vars,Middle
latex2nemeth: 232.36,⠇⠩⠼⠆⠒⠆⠨⠒⠖⠇⠱,Decimal Double,Elementary
latex2nemeth: |96|,⠇⠩⠳⠔⠖⠳⠇⠱,Absolute Value,Elementary
"latex2nemeth: \int\subscript-b 4 \superscript-b 10 \superscript-e \sin x \, dx",⠇⠩⠮⠰⠲⠘⠂⠴⠐⠎⠊⠝⠭⠀⠙⠭⠇⠱,Definite Integral,High
latex2nemeth: 504.99,⠇⠩⠼⠢⠴⠲⠨⠔⠔⠇⠱,Decimal Double,Elementary
latex2nemeth: \frac-b 2 \frac-separator 3 \frac-e \times \frac-b 1 \frac-separator 2 \frac-e \times \frac-b 2 \frac-separator 5 \frac-e \times \frac-b 4 \frac-separator 5 \frac-e,⠇⠩⠹⠆⠌⠒⠼⠈⠡⠹⠂⠌⠆⠼⠈⠡⠹⠆⠌⠢⠼⠈⠡⠹⠲⠌⠢⠼⠇⠱,Multiplication Fractions,Middle
latex2nemeth: \frac-b x + 4 \frac-separator 4 \frac-e,⠇⠩⠹⠭⠬⠲⠌⠲⠼⠇⠱,Fraction with Variable,Middle
latex2nemeth: \frac-b a + 4 \frac-separator 4 \frac-e \leq 7,⠇⠩⠹⠁⠬⠲⠌⠲⠼ ⠐⠅⠱ ⠶⠇⠱,Fraction Inequality,High
latex2nemeth: |10|,⠇⠩⠳⠂⠴⠳⠇⠱,Absolute Value,Elementary
latex2nemeth: 57\sqrt-b 5429 \sqrt-e,⠇⠩⠼⠢⠶⠜⠢⠲⠆⠔⠻⠇⠱,Surd with Coefficient,Middle
latex2nemeth: C \cup Z,⠇⠩⠠⠉⠨⠬⠠⠵⠇⠱,Set Notation,Middle
latex2nemeth: 3 \times 9 \times 1 \times 8,⠇⠩⠼⠒⠈⠡⠼⠔⠈⠡⠼⠂⠈⠡⠼⠦⠇⠱,Multiplication Integers,Elementary
"latex2nemeth: \int\subscript-b 4 \superscript-b 7 \superscript-e e\superscript-b x \superscript-e \, dy",⠇⠩⠮⠰⠲⠘⠶⠐⠑⠘⠭⠐⠙⠽⠇⠱,Definite Integral,High
latex2nemeth: v \times W \times j \times E,⠇⠩⠧⠈⠡⠠⠺⠈⠡⠚⠈⠡⠠⠑⠇⠱,Multiplication Variables,Middle
latex2nemeth: \frac-b 76 \frac-separator 17 \frac-e,⠇⠩⠹⠶⠖⠌⠂⠶⠼⠇⠱,Fraction,Elementary
latex2nemeth: 552.39,⠇⠩⠼⠢⠢⠆⠨⠒⠔⠇⠱,Decimal Double,Elementary
latex2nemeth: 34,⠇⠩⠼⠒⠲⠇⠱,Double Digits,Elementary
latex2nemeth: 4.19 \div 4.32 \div 5.13 \div 5.86,⠇⠩⠼⠲⠨⠂⠔⠨⠌⠼⠲⠨⠒⠆⠨⠌⠼⠢⠨⠂⠒⠨⠌⠼⠢⠨⠦⠖⠇⠱,Multi-Term Division Decimals,Elementary
latex2nemeth: A \supseteq Z,⠇⠩⠠⠁ ⠸⠨⠂⠱ ⠠⠵⠇⠱,Set Notation,Middle
latex2nemeth: 10y + 9y = 10,⠇⠩⠼⠂⠴⠽⠬⠼⠔⠽⠨⠨⠼⠂⠴⠇⠱,Linear Equation Mult Vars,Middle
latex2nemeth: 51.64 - 69.99 - 85.18 - 48.11,⠇⠩⠼⠢⠂⠨⠖⠲⠤⠼⠖⠔⠨⠔⠔⠤⠼⠦⠢⠨⠂⠦⠤⠼⠲⠦⠨⠂⠂⠇⠱,Multi-Term Subtraction Decimals,Elementary
latex2nemeth: 45,⠇⠩⠼⠲⠢⠇⠱,Double Digits,Elementary
latex2nemeth: 7,⠇⠩⠼⠶⠇⠱,Single Digits,Elementary
latex2nemeth: q + s + W + b,⠇⠩⠟⠬⠎⠬⠠⠺⠬⠃⠇⠱,Addition Variables,Middle
latex2nemeth: \frac-b 3 \frac-separator 2 \frac-e + \frac-b 1 \frac-separator 1 \frac-e + \frac-b 1 \frac-separator 5 \frac-e + \frac-b 2 \frac-separator 1 \frac-e,⠇⠩⠹⠒⠌⠆⠼⠬⠹⠂⠌⠂⠼⠬⠹⠂⠌⠢⠼⠬⠹⠆⠌⠂⠼⠇⠱,Addition Fractions,Middle
latex2nemeth: 5.6 \div 1.82 \div 9.88 \div 6.43,⠇⠩⠼⠢⠨⠖⠨⠌⠼⠂⠨⠦⠆⠨⠌⠼⠔⠨⠦⠦⠨⠌⠼⠖⠨⠲⠒⠇⠱,Multi-Term Division Decimals,Elementary
latex2nemeth: 68 + 0,⠇⠩⠼⠖⠦⠬⠼⠴⠇⠱,Addition,Elementary
latex2nemeth: 4x + 6z = 80,⠇⠩⠼⠲⠭⠬⠼⠖⠵⠨⠨⠼⠦⠴⠇⠱,Linear Equation Mult Vars,Middle
latex2nemeth: C \setminus X,⠇⠩⠠⠉⠸⠡⠠⠭⠇⠱,Set Notation,Middle
latex2nemeth: 65 + 19 + 52 + 39,⠇⠩⠼⠖⠢⠬⠼⠂⠔⠬⠼⠢⠆⠬⠼⠒⠔⠇⠱,Addition Integers,Elementary
latex2nemeth: \frac-b 1 \frac-separator 4 \frac-e + \frac-b 2 \frac-separator 3 \frac-e + \frac-b 5 \frac-separator 1 \frac-e + \frac-b 3 \frac-separator 2 \frac-e,⠇⠩⠹⠂⠌⠲⠼⠬⠹⠆⠌⠒⠼⠬⠹⠢⠌⠂⠼⠬⠹⠒⠌⠆⠼⠇⠱,Addition Fractions,Middle
latex2nemeth: K\superscript-b 2 \superscript-e > 45,⠇⠩⠠⠅⠘⠆⠐ ⠨⠂ ⠼⠲⠢⠇⠱,Power Inequality,High
latex2nemeth: 7.0 \div 4.41 \div 7.44 \div 6.33,⠇⠩⠼⠶⠨⠴⠨⠌⠼⠲⠨⠲⠂⠨⠌⠼⠶⠨⠲⠲⠨⠌⠼⠖⠨⠒⠒⠇⠱,Multi-Term Division Decimals,Elementary
latex2nemeth: e\superscript-b 32 \superscript-e,⠇⠩⠑⠘⠒⠆⠐⠇⠱,Exponential Equation,High
latex2nemeth: 24G\superscript-b 3 \superscript-e + -41G\superscript-b 2 \superscript-e + 25G + 18,⠇⠩⠼⠆⠲⠠⠛⠘⠒⠐⠬⠤⠼⠲⠂⠠⠛⠘⠆⠐⠬⠼⠆⠢⠠⠛⠬⠼⠂⠦⠇⠱,Cubic Equation,High
latex2nemeth: 3 \times 7 \times 6 \times 9,⠇⠩⠼⠒⠈⠡⠼⠶⠈⠡⠼⠖⠈⠡⠼⠔⠇⠱,Multiplication Integers,Elementary
latex2nemeth: 2\superscript-b 4 \superscript-e,⠇⠩⠼⠆⠘⠲⠐⠇⠱,Exponential,High
latex2nemeth: \sqrtib 2 \sqrtie \sqrt-b 10 \sqrt-e,⠇⠩⠣⠆⠼⠂⠴⠻⠇⠱,Nth Root,Middle
latex2nemeth: \log\subscript-b 2 \subscript-e(45),⠇⠩⠇⠕⠛ ⠰⠆⠐⠷⠼⠲⠢⠾⠇⠱,Logarithm,High
latex2nemeth: y - Y - k - p,⠇⠩⠽⠤⠠⠽⠤⠅⠤⠏⠇⠱,Subtraction Variables,Middle
latex2nemeth: \frac-b y + 4 \frac-separator 2 \frac-e,⠇⠩⠹⠽⠬⠲⠌⠆⠼⠇⠱,Fraction with Variable,Middle
latex2nemeth: 79,⠇⠩⠼⠶⠔⠇⠱,Double Digits,Elementary
latex2nemeth: -93l\superscript-b 3 \superscript-e + 31l\superscript-b 2 \superscript-e + 99l + -90,⠇⠩⠤⠼⠔⠒⠇⠘⠒⠐⠬⠼⠒⠂⠇⠘⠆⠐⠬⠼⠔⠔⠇⠬⠤⠼⠔⠴⠇⠱,Cubic Equation,High
latex2nemeth: \log\subscript-b a \subscript-e(56),⠇⠩⠇⠕⠛ ⠰⠁⠐⠷⠼⠢⠖⠾⠇⠱,Logarithm,High
latex2nemeth: S \times k \times V \times j,⠇⠩⠠⠎⠈⠡⠅⠈⠡⠠⠧⠈⠡⠚⠇⠱,Multiplication Variables,Middle
latex2nemeth: 10w + -35 \geq -13,⠇⠩⠼⠂⠴⠺⠬⠤⠼⠒⠢ ⠨⠂⠱ ⠤⠼⠂⠒⠇⠱,Variable Inequality,Middle
latex2nemeth: 93121,⠇⠩⠼⠔⠒⠂⠆⠂⠇⠱,Large Numbers,Middle
latex2nemeth: -84 + 16,⠇⠩⠤⠼⠦⠲⠬⠼⠂⠖⠇⠱,Addition,Elementary
latex2nemeth: 3A\superscript-b 3 \superscript-e + -4A\superscript-b 2 \superscript-e + -3A + -3 = 0,⠇⠩⠼⠒⠠⠁⠘⠒⠐⠬⠤⠼⠲⠠⠁⠘⠆⠐⠬⠤⠼⠒⠠⠁⠬⠤⠼⠒⠨⠨⠼⠴⠇⠱,Cubic Expanded,High
latex2nemeth: .66,⠇⠩⠼⠨⠖⠖⠇⠱,Decimal starting with point,Elementary
latex2nemeth: 97!,⠇⠩⠼⠔⠶⠯⠇⠱,Factorial,Middle
latex2nemeth: \sqrtib 3 \sqrtie \sqrt-b 54 \sqrt-e,⠇⠩⠣⠒⠼⠢⠲⠻⠇⠱,Nth Root,Middle
latex2nemeth: |-43|,⠇⠩⠳⠤⠲⠒⠳⠇⠱,Absolute Value,Elementary
latex2nemeth: 7.79 \div 4.21 \div 6.21 \div 5.64,⠇⠩⠼⠶⠨⠶⠔⠨⠌⠼⠲⠨⠆⠂⠨⠌⠼⠖⠨⠆⠂⠨⠌⠼⠢⠨⠖⠲⠇⠱,Multi-Term Division Decimals,Elementary
latex2nemeth: 10\superscript-b 1 \superscript-e,⠇⠩⠼⠂⠴⠘⠂⠐⠇⠱,Exponential,High
latex2nemeth: -61 - -86,⠇⠩⠤⠼⠖⠂⠤⠤⠼⠦⠖⠇⠱,Subtraction,Elementary
latex2nemeth: (R + 3)(R + 5) = 0,⠇⠩⠷⠠⠗⠬⠼⠒⠾⠷⠠⠗⠬⠼⠢⠾⠨⠨⠼⠴⠇⠱,Quadratic Factored Form,High
latex2nemeth: 414.758,⠇⠩⠼⠲⠂⠲⠨⠶⠢⠦⠇⠱,Decimal Triple,Elementary
latex2nemeth: 22 + 63 + 60 + 14,⠇⠩⠼⠆⠆⠬⠼⠖⠒⠬⠼⠖⠴⠬⠼⠂⠲⠇⠱,Addition Integers,Elementary
latex2nemeth: \sqrtib {47} \sqrtie \sqrt-b 100 \sqrt-e,⠇⠩⠣⠲⠶⠼⠂⠴⠴⠻⠇⠱,Cube Root,Middle
latex2nemeth: \sqrt-b 55 \sqrt-e,⠇⠩⠜⠢⠢⠻⠇⠱,Root,Elementary
latex2nemeth: \sqrtib 5 \sqrtie \sqrt-b 71 \sqrt-e,⠇⠩⠣⠢⠼⠶⠂⠻⠇⠱,Nth Root,Middle
latex2nemeth: 11.65 - 92.84 - 83.2 - 61.94,⠇⠩⠼⠂⠂⠨⠖⠢⠤⠼⠔⠆⠨⠦⠲⠤⠼⠦⠒⠨⠆⠤⠼⠖⠂⠨⠔⠲⠇⠱,Multi-Term Subtraction Decimals,Elementary
latex2nemeth: N\subscript-b 318 \subscript-e,⠇⠩⠠⠝⠰⠒⠂⠦⠐⠇⠱,Subscripts,Middle
latex2nemeth: -64 \bmod 7,⠇⠩⠤⠼⠖⠲ ⠍⠕⠙ ⠼⠶⠇⠱,Modulus,Middle
latex2nemeth: 74!,⠇⠩⠼⠶⠲⠯⠇⠱,Factorial,Middle
latex2nemeth: 905.868,⠇⠩⠼⠔⠴⠢⠨⠦⠖⠦⠇⠱,Decimal Triple,Elementary
latex2nemeth: (v + 4)\superscript-b 2 \superscript-e - 1\superscript-b 2 \superscript-e = 0,⠇⠩⠷⠧⠬⠼⠲⠾⠘⠆⠐⠤⠼⠂⠘⠆⠐⠨⠨⠼⠴⠇⠱,Quadratic Completed Square,High
latex2nemeth: B \cap X,⠇⠩⠠⠃⠨⠩⠠⠭⠇⠱,Set Notation,Middle
latex2nemeth: 10z + 6z = 26,⠇⠩⠼⠂⠴⠵⠬⠼⠖⠵⠨⠨⠼⠆⠖⠇⠱,Linear Equation Mult Vars,Middle
latex2nemeth: w\subscript-b 48 \subscript-e,⠇⠩⠺⠰⠲⠦⠐⠇⠱,Subscripts,Middle
latex2nemeth: \frac-b 1 \frac-separator 1 \frac-e \times \frac-b 4 \frac-separator 9 \frac-e \times \frac-b 9 \frac-separator 4 \frac-e \times \frac-b 4 \frac-separator 1 \frac-e,⠇⠩⠹⠂⠌⠂⠼⠈⠡⠹⠲⠌⠔⠼⠈⠡⠹⠔⠌⠲⠼⠈⠡⠹⠲⠌⠂⠼⠇⠱,Multiplication Fractions,Middle
latex2nemeth: A \supseteq X,⠇⠩⠠⠁ ⠸⠨⠂⠱ ⠠⠭⠇⠱,Set Operations,Middle
latex2nemeth: \frac-b 1 \frac-separator 1 \frac-e \times \frac-b 1 \frac-separator 1 \frac-e \times \frac-b 6 \frac-separator 1 \frac-e \times \frac-b 2 \frac-separator 3 \frac-e,⠇⠩⠹⠂⠌⠂⠼⠈⠡⠹⠂⠌⠂⠼⠈⠡⠹⠖⠌⠂⠼⠈⠡⠹⠆⠌⠒⠼⠇⠱,Multiplication Fractions,Middle
latex2nemeth: h + -3 = 44,⠇⠩⠓⠬⠤⠼⠒⠨⠨⠼⠲⠲⠇⠱,Variable Expression,Middle
latex2nemeth: 71 + 34,⠇⠩⠼⠶⠂⠬⠼⠒⠲⠇⠱,Addition,Elementary
latex2nemeth: -95\superscript-b 44 \superscript-e,⠇⠩⠤⠼⠔⠢⠘⠲⠲⠐⠇⠱,Exponential Equation,High
latex2nemeth: 10,⠇⠩⠼⠂⠴⠇⠱,Single Digits,Elementary
latex2nemeth: U,⠇⠩⠠⠥⠇⠱,Variables,Middle
latex2nemeth: -511 \div 7,⠇⠩⠤⠼⠢⠂⠂⠨⠌⠼⠶⠇⠱,Division,Elementary
latex2nemeth: \frac-b 5 \frac-separator 7 \frac-e + \frac-b 1 \frac-separator 5 \frac-e + \frac-b 5 \frac-separator 4 \frac-e + \frac-b 7 \frac-separator 3 \frac-e,⠇⠩⠹⠢⠌⠶⠼⠬⠹⠂⠌⠢⠼⠬⠹⠢⠌⠲⠼⠬⠹⠶⠌⠒⠼⠇⠱,Addition Fractions,Middle
latex2nemeth: \sqrtib 5 \sqrtie \sqrt-b 61 \sqrt-e,⠇⠩⠣⠢⠼⠖⠂⠻⠇⠱,Nth Root,Middle
latex2nemeth: 232,⠇⠩⠼⠆⠒⠆⠇⠱,Three Digits,Elementary
latex2nemeth: 444.620,⠇⠩⠼⠲⠲⠲⠨⠖⠆⠴⠇⠱,Decimal Triple,Elementary
latex2nemeth: \frac-b -50 \frac-separator 74 \frac-e,⠇⠩⠹⠤⠢⠴⠌⠶⠲⠼⠇⠱,Fraction,Elementary
latex2nemeth: 2l\superscript-b 3 \superscript-e + 5l\superscript-b 2 \superscript-e + 5l + 4 = 0,⠇⠩⠼⠆⠇⠘⠒⠐⠬⠼⠢⠇⠘⠆⠐⠬⠼⠢⠇⠬⠼⠲⠨⠨⠼⠴⠇⠱,Cubic Expanded,High
latex2nemeth: 31 - 83 - 29 - 100,⠇⠩⠼⠒⠂⠤⠼⠦⠒⠤⠼⠆⠔⠤⠼⠂⠴⠴⠇⠱,Subtraction Integers,Elementary
latex2nemeth: 28 \times -89,⠇⠩⠼⠆⠦⠈⠡⠤⠼⠦⠔⠇⠱,Multiplication,Elementary
latex2nemeth: \sqrtib 5 \sqrtie \sqrt-b 39 \sqrt-e,⠇⠩⠣⠢⠼⠒⠔⠻⠇⠱,Nth Root,Middle
latex2nemeth: 7.12 \div 7.91 \div 3.34 \div 2.77,⠇⠩⠼⠶⠨⠂⠆⠨⠌⠼⠶⠨⠔⠂⠨⠌⠼⠒⠨⠒⠲⠨⠌⠼⠆⠨⠶⠶⠇⠱,Multi-Term Division Decimals,Elementary
latex2nemeth: \frac-b t + 2 \frac-separator 3 \frac-e,⠇⠩⠹⠞⠬⠆⠌⠒⠼⠇⠱,Fraction with Variable,Middle
